 20250314-130935,[command] python run_all_embedding.py --config config/EMB_all_emb_cb08 --expid EMB_cb_allemb_002_9cdf2246 --gpu 10,[exp_id] EMB_cb_allemb_002_9cdf2246,[dataset_id] EMB_2,[train] N.A.,[val] rec_loss: 0.000259 - all_loss: 0.000291
 20250314-135650,[command] python run_all_embedding.py --config config/EMB_all_emb_cb08 --expid EMB_cb_allemb_001_f0abbb1a --gpu 9,[exp_id] EMB_cb_allemb_001_f0abbb1a,[dataset_id] EMB_2,[train] N.A.,[val] rec_loss: 0.000197 - all_loss: 0.000251
 20250314-164336,[command] python run_all_embedding.py --config config/EMB_all_emb_cb08 --expid EMB_cb_allemb_004_2ec55220 --gpu 9,[exp_id] EMB_cb_allemb_004_2ec55220,[dataset_id] EMB_2,[train] N.A.,[val] rec_loss: 0.000257 - all_loss: 0.000336
 20250314-165252,[command] python run_all_embedding.py --config config/EMB_all_emb_cb08 --expid EMB_cb_allemb_003_937860a1 --gpu 10,[exp_id] EMB_cb_allemb_003_937860a1,[dataset_id] EMB_2,[train] N.A.,[val] rec_loss: 0.000196 - all_loss: 0.000370
