 20250310-204929,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_020_63af62a4 --gpu 2,[exp_id] DIN_MicroLens_1M_x1_020_63af62a4,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983028 - logloss: 0.177899
 20250310-230322,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_017_210b9cd8 --gpu 7,[exp_id] DIN_MicroLens_1M_x1_017_210b9cd8,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.984148 - logloss: 0.190317
 20250311-022933,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_021_c3d6fe8c --gpu 1,[exp_id] DIN_MicroLens_1M_x1_021_c3d6fe8c,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983490 - logloss: 0.184854
 20250311-024200,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_022_b6642597 --gpu 6,[exp_id] DIN_MicroLens_1M_x1_022_b6642597,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983180 - logloss: 0.185170
 20250311-060409,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_019_95493035 --gpu 5,[exp_id] DIN_MicroLens_1M_x1_019_95493035,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983701 - logloss: 0.200923
 20250311-093115,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_024_9f51dda6 --gpu 3,[exp_id] DIN_MicroLens_1M_x1_024_9f51dda6,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983526 - logloss: 0.184077
 20250311-140159,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_023_b6642597 --gpu 4,[exp_id] DIN_MicroLens_1M_x1_023_b6642597,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983799 - logloss: 0.192473
 20250311-231951,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_025_3b7eba2a --gpu 2,[exp_id] DIN_MicroLens_1M_x1_025_3b7eba2a,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983018 - logloss: 0.247141
 20250312-074305,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_027_dbc4e3f3 --gpu 1,[exp_id] DIN_MicroLens_1M_x1_027_dbc4e3f3,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.982956 - logloss: 0.247813
 20250312-074711,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_026_9abf32c8 --gpu 7,[exp_id] DIN_MicroLens_1M_x1_026_9abf32c8,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983259 - logloss: 0.246679
 20250312-102013,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_029_3d258d47 --gpu 5,[exp_id] DIN_MicroLens_1M_x1_029_3d258d47,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.982828 - logloss: 0.251237
 20250312-114603,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_028_3d258d47 --gpu 6,[exp_id] DIN_MicroLens_1M_x1_028_3d258d47,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983017 - logloss: 0.253356
 20250312-184626,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_030_14628ff6 --gpu 3,[exp_id] DIN_MicroLens_1M_x1_030_14628ff6,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.982882 - logloss: 0.256018
 20250313-002436,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_031_12fe11f1 --gpu 4,[exp_id] DIN_MicroLens_1M_x1_031_12fe11f1,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.982822 - logloss: 0.251292
 20250313-093441,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_allemb5 --expid DIN_MicroLens_1M_x1_032_9861d656 --gpu 2,[exp_id] DIN_MicroLens_1M_x1_032_9861d656,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.983393 - logloss: 0.229690
